job_id,company,title,location,score,action_label,matched_skills,skill_gaps,reasons,blocking_issues,skill_score,role_score,location_score
greenhouse_waymo_7483065,waymo,Senior Wireless Test Engineer,"Mountain View, Ca, USA; Fremont, Ca, USA",18.0,Skip,python,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.05,0.0,1.0
greenhouse_waymo_7438665,waymo,"Sr Systems Engineer, Android Automotive","Mountain View, California, USA",18.0,Skip,"machine learning, python",,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.05,0.0,1.0
greenhouse_waymo_7430666,waymo,"Staff Software Engineer, Fleet Monitoring & Platform","San Francisco, CA, USA",18.0,Skip,python,software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.05,0.0,1.0
greenhouse_waymo_6901826,waymo,"Staff Software Engineer, Quantitative Evaluation","Mountain View, California, United States; San Francisco, California, United States; New York City, New York, United States.",17.57,Skip,"data analysis, machine learning, python",software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0429,0.0,1.0
greenhouse_waymo_7683230,waymo,"Senior Fullstack Engineer, Expansion Tooling","San Francisco, CA, USA; Mountain View, CA, USA",17.0,Skip,machine learning,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,1.0
greenhouse_waymo_7707371,waymo,"Senior Hardware Development Engineer, Test","Hsinchu City, Taiwan; Taipei City, Taipei City, Taiwan",17.0,Skip,python,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,1.0
greenhouse_waymo_7489075,waymo,"Software Quality Operations, Vendor Delivery Lead",US Remote,17.0,Skip,data analysis,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,1.0
greenhouse_waymo_7438645,waymo,"Sr System Engineer, Telematics","Mountain View, California, USA",17.0,Skip,machine learning,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,1.0
greenhouse_waymo_7749350,waymo,Staff Equipment Engineer,"Mountain View, CA, USA",17.0,Skip,python,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,1.0
greenhouse_waymo_7518181,waymo,"Technical Recruiting Manager, Software Engineering","Mountain View, CA, USA",17.0,Skip,machine learning,software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,1.0
greenhouse_waymo_7455962,waymo,"Senior Staff Software Engineer, Perception Data","Mountain View, California, USA",16.8,Skip,"machine learning, python, pytorch",software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.03,0.0,1.0
greenhouse_waymo_7540809,waymo,"Senior Software Engineer, Simulation, Vehicle & Autonomous Driving Realism","Mountain View, CA, USA; San Francisco, CA, USA",16.5,Skip,machine learning,"simulation, software engineering",Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.025,0.0,1.0
greenhouse_waymo_7222566,waymo,"Senior Software Engineer, Simulator Platform","Mountain View, CA, USA",16.2,Skip,machine learning,software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.02,0.0,1.0
greenhouse_waymo_7435027,waymo,Brand Partnerships Manager,"San Francisco, CA, USA; Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7485673,waymo,"Business Continuity Planning Engineer, Lead","Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7450267,waymo,"Business Intelligence, Lead","Mountain View, CA, US; San Francisco, CA, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7700280,waymo,Central Production and Performance Sr. Manager,"Tokyo, Japan",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7583007,waymo,Community Engagement Manager,"San Francisco, CA, USA; Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7658411,waymo,"EHS Manager, Americas (San Francisco)","San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7361509,waymo,"Embedded Software Technical Lead & Manager, Simulation","Mountain View, CA, USA",15.0,Skip,,simulation,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7159020,waymo,Fleet Readiness Lead - Emerging Markets,"San Francisco, CA, US ; Mountain View, CA, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7245531,waymo,"Fleet Readiness Lead, LA","Los Angeles, California, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7676187,waymo,"Global Process Manager, Waymo Support","Los Angeles, CA, USA; Phoenix, AZ, USA; San Francisco, CA, USA;",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7759414,waymo,Indirect Procurement Category Manager,"Remote, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7435342,waymo,Insurance Risk Manager,"San Francisco, CA, USA; Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7434481,waymo,Launch Readiness Manager,"San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7435565,waymo,Localization and Internationalization Manager,"Mountain View, CA, US; Phoenix, AZ, US; San Francisco, CA, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7435474,waymo,"Manager EHS, Americas (Los Angeles)","Los Angeles, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7724803,waymo,"Manager, Materials Program Manager",Mountain View (US-MTV-RLS1),15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7435256,waymo,"Policy Showcases & Events Manager, East Coast","Washington D.C., USA; New York City, NY, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7744280,waymo,"Product Manager, Vehicle","Mountain View, CA, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7271833,waymo,"Program Manager, Business Continuity","Mountain View, CA, United States ; San Francisco, CA, United States",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7440845,waymo,"Program Manager, International Regulatory","Mountain View, CA, USA; San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7403720,waymo,"Program Manager, Strategic Business Programs","Mountain View, CA, USA; San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7630337,waymo,Real Estate & Transaction Manager,"New York, NY, USA; Washington, DC, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7654108,waymo,Roadside Assistance Integration Program Manager,"Los Angeles, CA, USA; Phoenix, AZ, USA; San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7546024,waymo,SMS - Safety Policy and Culture Lead,"Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7442054,waymo,Senior Industrial Designer,"Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7762871,waymo,"Senior Product Manager, DevAI & Agentic Workflows","Mountain View,CA,USA; San Francisco,CA,USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7456231,waymo,"Senior Program Manager, Release Evaluation Simulated Scenarios","Mountain View, CA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7272586,waymo,Senior Security Engineer,"Mountain View, CA, USA; San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7442170,waymo,Senior Studio Engineer,"Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7484320,waymo,"Staff Android Engineer, In-Car Experience","Mountain View, CA, US; San Francisco, CA, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7671532,waymo,Staff PCBA DFM and Manufacturing Engineer,"Mountain View, CA, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7435582,waymo,Strategic Sourcing Manager Electronic Components,"Mountain View, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7435332,waymo,"Strategy and Operations Lead, Risk & Insurance","San Francisco, CA, USA; Mountain View, CA, USA; New York City, NY, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7436009,waymo,"Team Lead, Global Enterprise Outsourcing Services Category Manager","Remote, US",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,1.0
greenhouse_waymo_7721608,waymo,"Program Manager, Mapping Operations","Hyderabad, Telangana, India",3.0,Skip,machine learning,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.05,0.0,0.0
greenhouse_waymo_7650676,waymo,"Group Product Manager, London","London, United Kingdom",2.0,Skip,machine learning,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,0.0
greenhouse_waymo_7372140,waymo,Staff Technical Recruiter,"Warsaw, Poland",2.0,Skip,machine learning,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,0.0
greenhouse_waymo_7435672,waymo,Supply Operations Manager,"Los Angeles, CA, USA",2.0,Skip,data analysis,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0333,0.0,0.0
greenhouse_waymo_7512147,waymo,"Technical Lead Manager, Fullstack","Warsaw, Masovian Voivodeship, Poland",1.5,Skip,python,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.025,0.0,0.0
greenhouse_waymo_6367980,waymo,Backend Technical Lead Manager - TaaS,"Warsaw, Masovian Voivodeship, Poland",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7651108,waymo,"Business Development & Strategic Partnerships Lead, Japan | ビジネスデベロップメント & ストラテジックパートナーシップ・リード (日本)","Tokyo, Japan",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7655797,waymo,Central Production and Performance Sr. Manager,"London, UK",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7718640,waymo,Demand Operations Program Manager (Florida),"Miami, Florida, US",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7718235,waymo,Demand Operations Program Manager (Southeast),"Atlanta, GA, US",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7717459,waymo,"International Manager, Event Response","London, England, United Kingdom",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7435061,waymo,"Public Relations Lead, Japan / PRリード（日本)","Tokyo, Japan",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7435941,waymo,Security Operations Center Watch Lead,"Phoenix, AZ, USA",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7657717,waymo,"Senior Counsel, Regional APAC / シニア・カウンシル、アジア太平洋地域担当","Tokyo, Japan",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7724008,waymo,"Senior Counsel, Regulatory / シニア・カウンセル（規制法務担当）","Tokyo, Japan",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7325491,waymo,"Senior EHS Manager, EMEA Region","London, England, United Kingdom",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position,0.0,0.0,0.0
greenhouse_waymo_7249525,waymo,"Senior Machine Learning Engineer, Computer Vision/VLM","Mountain View, CA, USA; San Francisco, CA, USA",45.8,Skip,"machine learning, python, pytorch","computer vision, vlm",Title aligns with preferred role: machine learning engineer intern | Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.0967,1.0,1.0
greenhouse_waymo_7435321,waymo,Head of Risk Analytics,"San Francisco, CA, USA; New York City, NY, USA",27.0,Skip,data analysis,,Matched on key skills: data analysis | Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.2,0.0,1.0
greenhouse_waymo_7490150,waymo,"Senior Motion Systems Engineer, Actuators","Mountain View, Ca, USA",19.0,Skip,"data analysis, python",,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.0667,0.0,1.0
greenhouse_waymo_7749587,waymo,"Senior Software Engineer, Sensor/Vehicle Test and Calibration","Mountain View, CA, US",18.0,Skip,"data analysis, python",software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.05,0.0,1.0
greenhouse_waymo_7658914,waymo,"Software Technical Lead Manager, Test Automation Infrastructure","Mountain View, CA, US",18.0,Skip,"machine learning, python",,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.05,0.0,1.0
greenhouse_waymo_7458391,waymo,"Senior Software Engineer, Planner Evaluation","Mountain View, California, USA; San Francisco, California, USA",17.57,Skip,"data analysis, machine learning, python",software engineering,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.0429,0.0,1.0
greenhouse_waymo_7633073,waymo,"Back-End Senior Software Engineer, Simulation","Mountain View, CA, United States; New York City, NY, United States",17.0,Skip,machine learning,"simulation, software engineering",Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.0333,0.0,1.0
greenhouse_waymo_7540439,waymo,"Senior Staff TLM, Perception, Semantics Understanding","Mountain View, California, United States; San Francisco, California, United States",16.5,Skip,machine learning,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.025,0.0,1.0
greenhouse_waymo_7516860,waymo,"Staff TLM, Perception, Semantics Understanding","Mountain View, CA, USA; San Francisco, CA, USA",16.5,Skip,machine learning,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.025,0.0,1.0
greenhouse_waymo_7251804,waymo,Strategic Partnership Development Manager,"Mountain View, CA, USA ; San Francisco, CA, USA",15.0,Skip,,,Location matches a preferred target | Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | Graduation timing may not match this role,0.0,0.0,1.0
greenhouse_waymo_7435398,waymo,Senior Safety Researcher - Evaluation & Standardization,"London, England, United Kingdom",0.0,Skip,,,Blocked by eligibility constraints in the posting,This role does not appear to be an internship | This role appears to be a senior-level position | This role appears to require a PhD,0.0,0.0,0.0
